,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
2335,zoprolam,alprazolam,False,False,Error,Error
2336,aplrazolam,alprazolam,alprazolam,True,False,True
2337,ativan,alprazolam,lorazepam,False,False,False
2338,lorazepam,alprazolam,lorazepam,False,False,False
2339,valium,alprazolam,diazepam,False,False,False
2340,clonazepam,alprazolam,clonazepam,False,False,False
2341,diazepam,alprazolam,diazepam,False,False,False
2342,xanax,alprazolam,alprazolam,True,True,True
2343,alprazolamum,alprazolam,False,False,True,True
2344,alprazolan,alprazolam,alprazolam,True,True,True
2345,alprazolans,alprazolam,False,False,True,True
2346,alprazolamide,alprazolam,False,False,True,True
2347,alprazolamides,alprazolam,False,False,True,True
2348,alprazolamine,alprazolam,False,False,True,True
2349,alprazolams,alprazolam,alprazolam,True,True,True
2350,zoloft,alprazolam,sertraline,False,False,False
2351,zanex,alprazolam,False,False,False,True
2352,ativan,alprazolam,lorazepam,False,False,False
2353,aripiprazole,alprazolam,aripiprazole,False,False,False
2354,asenapine,alprazolam,asenapine,False,False,False
2355,chlorpromazine,alprazolam,chlorpromazine,False,False,False
2356,clozapine,alprazolam,clozapine,False,False,False
2357,fluoxetine,alprazolam,fluoxetine,False,False,False
2358,haloperidol,alprazolam,haloperidol,False,False,False
2359,olanzapine,alprazolam,olanzapine,False,False,False
2360,xanax,alprazolam,alprazolam,True,True,True
2361,aplrazolam,alprazolam,alprazolam,True,False,True
2362,zanex,alprazolam,False,False,False,True
2363,alprazolom,alprazolam,alprazolam,True,True,True
2364,alprazolon,alprazolam,False,False,True,True
2365,alprazolum,alprazolam,False,False,True,True
2366,alprazolan,alprazolam,alprazolam,True,True,True
2367,alprazolane,alprazolam,False,False,True,True
2368,alprazolanes,alprazolam,False,False,True,True
2369,alprazoles,alprazolam,False,False,True,True
2370,alprazolid,alprazolam,False,False,Error,Error
2371,alprazolide,alprazolam,False,False,Error,Error
2372,xanax,alprazolam,alprazolam,True,True,True
2373,alprazolan,alprazolam,alprazolam,True,True,True
2374,alprazolane,alprazolam,False,False,True,True
2375,alprazolamum,alprazolam,False,False,True,True
2376,alprazolamy,alprazolam,False,False,True,True
2377,atarax,alprazolam,hydroxyzine,False,Error,True
2378,benzodiazepine,alprazolam,benzodiazepine,False,True,True
2379,aplrazolam,alprazolam,alprazolam,True,False,True
2380,alprzolam,alprazolam,alprazolam,True,True,True
2381,ativan,alprazolam,lorazepam,False,False,False
2382,zanex,alprazolam,False,False,False,True
2383,zanac,alprazolam,False,False,False,True
2384,ativan,alprazolam,lorazepam,False,False,False
2385,klonopin,alprazolam,clonazepam,False,True,False
2386,valium,alprazolam,diazepam,False,False,False
2387,librium,alprazolam,chlordiazepoxide,False,False,False
2388,zanapam,alprazolam,False,False,True,True
2389,ativan,alprazolam,lorazepam,False,False,False
2390,alprazom,alprazolam,False,False,True,True
2391,alprazosham,alprazolam,False,False,Error,Error
2392,alprazosom,alprazolam,False,False,Error,Error
2393,alprazossom,alprazolam,False,False,Error,Error
2394,alprazolamum,alprazolam,False,False,True,True
2395,alpraz,alprazolam,False,False,True,True
2396,alp,alprazolam,False,False,False,True
2397,xanax,alprazolam,alprazolam,True,True,True
2398,azolam,alprazolam,acetazolamide,False,True,True
2399,zolam,alprazolam,False,False,True,True
2400,alprazolan,alprazolam,alprazolam,True,True,True
2401,alprazolom,alprazolam,alprazolam,True,True,True
2402,alprazoma,alprazolam,False,False,True,True
2403,z-bars,alprazolam,False,False,True,True
2404,bars,alprazolam,False,False,False,True
2405,aplrazolam,alprazolam,alprazolam,True,False,True
2406,xanax,alprazolam,alprazolam,True,True,True
2407,zanax,alprazolam,alprazolam,True,True,True
2408,arazolam,alprazolam,False,False,True,True
2409,xanax,alprazolam,alprazolam,True,True,True
2410,alprazolan,alprazolam,alprazolam,True,True,True
2411,alprazolane,alprazolam,False,False,True,True
2412,xanax,alprazolam,alprazolam,True,True,True
2413,zanex,alprazolam,False,False,False,True
2414,zoloft,alprazolam,sertraline,False,False,False
2415,prozac,alprazolam,fluoxetine,False,False,False
2416,azipam,alprazolam,False,False,False,False
2417,zopax,alprazolam,False,False,True,True
2418,ativan,alprazolam,lorazepam,False,False,False
2419,alpraz,alprazolam,False,False,True,True
2420,alprozolam,alprazolam,alprazolam,True,True,True
2421,zoloft,alprazolam,sertraline,False,False,False
2422,paxil,alprazolam,paroxetine,False,False,False
2423,prozac,alprazolam,fluoxetine,False,False,False
2424,lexapro,alprazolam,escitalopram,False,False,False
2425,effexor,alprazolam,venlafaxine,False,False,False
2426,cymbalta,alprazolam,duloxetine,False,False,False
2427,wellbutrin,alprazolam,bupropion,False,False,False
2428,zanaprin,alprazolam,False,False,False,False
2429,zanax,alprazolam,alprazolam,True,True,True
2430,alprozalam,alprazolam,alprazolam,True,True,True
2431,alprazalam,alprazolam,alprazolam,True,True,True
2432,xanax,alprazolam,alprazolam,True,True,True
2433,aprozalam,alprazolam,False,False,True,True
2434,zoloft,alprazolam,sertraline,False,False,False
2435,alprazolane,alprazolam,False,False,True,True
2436,alprazolamide,alprazolam,False,False,True,True
2437,alpraz,alprazolam,False,False,True,True
2438,alp,alprazolam,False,False,False,True
2439,azolam,alprazolam,acetazolamide,False,True,True
2440,alprazolan,alprazolam,alprazolam,True,True,True
2441,zanex,alprazolam,False,False,False,True
2442,flupenthixol,alprazolam,flupentixol,False,False,False
2443,zoloft,alprazolam,sertraline,False,False,False
2444,paxil,alprazolam,paroxetine,False,False,False
2445,prozac,alprazolam,fluoxetine,False,False,False
2446,lexapro,alprazolam,escitalopram,False,False,False
2447,serenit,alprazolam,False,False,False,False
2448,trankimazin,alprazolam,False,False,True,True
2449,xanax,alprazolam,alprazolam,True,True,True
