,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,Google,Google added token,Google depth,manual label,name filter,google filter,filter prediction
416,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
417,fentanyl_analogs,fentanyl,False,True,True,,1,False,True,True,True
418,fentanyl_compounds,fentanyl,False,True,True,,2,True,True,True,True
419,fentanyl_derivatives,fentanyl,False,True,True,,1,False,True,True,True
420,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
421,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
422,fentany,fentanyl,fentanyl,True,True,,1,True,True,True,True
423,fentyn,fentanyl,False,False,True,,1,True,True,True,True
424,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
425,forticy,fentanyl,False,False,False,,-1,False,True,False,False
426,identanyl,fentanyl,False,False,False,,-1,False,True,False,False
427,insulpress,fentanyl,False,False,False,,-1,False,True,False,False
428,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
429,fentolamine,fentanyl,False,False,True,,9,False,True,True,True
430,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
431,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
432,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
433,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
434,alfentanyl,fentanyl,alfentanil,False,True,,3,False,True,True,True
435,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
436,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
437,anilid,fentanyl,False,False,False,,-1,False,True,False,False
438,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
439,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
440,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
441,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
442,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
443,dilaudid,fentanyl,hydromorphone,False,False,,-1,False,True,False,False
444,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
445,sufenta,fentanyl,sufentanil,False,True,,2,False,True,True,True
446,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
447,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
448,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
449,fent,fentanyl,False,False,True,,2,True,True,True,True
450,sublingual,fentanyl,False,False,False,,-1,False,True,False,False
451,transmucosal,fentanyl,False,False,True,,1,True,True,True,True
452,lozenge,fentanyl,False,False,False,,-1,True,True,False,False
453,film,fentanyl,False,False,False,,-1,False,True,False,False
454,gel,fentanyl,hydroxypropyl_cellulose,False,False,,-1,?,True,False,False
455,troche,fentanyl,False,False,False,,-1,False,True,False,False
456,patch,fentanyl,False,False,False,,-1,?,True,False,False
457,gum,fentanyl,False,False,False,,-1,False,True,False,False
458,fentalol,fentanyl,False,False,True,,1,True,True,True,True
459,fenantan,fentanyl,False,False,False,,-1,False,True,False,False
460,fenetyl,fentanyl,False,False,True,,1,True,True,True,True
461,fenotane,fentanyl,False,False,False,,-1,False,True,False,False
462,fentantin,fentanyl,False,False,False,,-1,False,True,False,False
463,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
464,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
465,fentanel,fentanyl,False,False,True,,1,True,True,True,True
466,fentanoyl,fentanyl,False,False,True,,1,True,True,True,True
467,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
468,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
469,sublingual_fentanyl,fentanyl,False,True,True,,1,True,True,True,True
470,buprenorphine/naloxone,fentanyl,False,False,True,,2,False,True,True,True
471,naloxone,fentanyl,naloxone,False,False,,-1,False,False,False,False
472,diprenorphine,fentanyl,diprenorphine,False,False,,-1,False,False,False,False
473,difentanyl,fentanyl,False,False,True,,1,False,True,True,True
474,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
475,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
476,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
477,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
478,fentamin,fentanyl,False,False,True,,2,False,True,True,True
479,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
480,sublingual,fentanyl,False,False,False,,-1,False,True,False,False
481,lozenges,fentanyl,False,False,True,,8,?,True,True,True
482,novocaine,fentanyl,procaine,False,False,,-1,False,True,False,False
483,lidocaine,fentanyl,lidocaine,False,False,,-1,False,False,False,False
484,bupivacaine,fentanyl,bupivacaine,False,True,,7,False,False,True,False
485,ketamine,fentanyl,ketamine,False,False,,-1,False,False,False,False
486,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
487,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
488,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
489,effentora,fentanyl,False,False,True,,1,True,True,True,True
490,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
491,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
492,subsys,fentanyl,fentanyl,True,True,,3,True,True,True,True
493,tylen,fentanyl,aflibercept,False,False,,-1,False,True,False,False
494,durages,fentanyl,False,False,False,,-1,False,True,False,False
495,fenatyl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
496,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
497,fentinel,fentanyl,False,False,True,,1,True,True,True,True
498,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
499,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
500,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
501,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
502,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
503,innazepam,fentanyl,False,False,False,,-1,False,True,False,False
504,sentonil,fentanyl,False,False,False,,-1,False,True,False,False
505,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
506,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
507,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
508,sky_blue,fentanyl,False,False,False,,-1,False,True,False,False
509,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
510,abg_100,fentanyl,False,False,False,,-1,False,True,False,False
511,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
512,fentanyl_lozenges,fentanyl,False,True,True,,1,True,True,True,True
513,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
514,instanyl,fentanyl,fentanyl,True,True,,3,True,True,True,True
515,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
516,isotretinoin,fentanyl,isotretinoin,False,False,,-1,False,False,False,False
517,13-cis-retinoic_acid,fentanyl,False,False,False,,-1,False,True,False,False
518,fezinil,fentanyl,False,False,False,,-1,False,True,False,False
519,dolphinfentanyl,fentanyl,False,False,False,,-1,False,True,False,False
520,fentanest,fentanyl,False,False,True,,1,True,True,True,True
521,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
522,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
523,henyl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
524,fentyne,fentanyl,False,False,False,,-1,False,True,False,False
525,fentanese,fentanyl,False,False,False,,-1,False,True,False,False
526,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
527,fenlofentanyl,fentanyl,False,False,False,,-1,False,True,False,False
528,fenaphen,fentanyl,False,False,False,,-1,False,True,False,False
529,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
530,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
531,lazanfentanyl,fentanyl,False,False,False,,-1,False,True,False,False
532,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
533,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
534,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
535,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
536,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
537,innokin,fentanyl,False,False,False,,-1,False,True,False,False
538,sequoyah,fentanyl,False,False,False,,-1,False,True,False,False
539,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
540,fentanest,fentanyl,False,False,True,,1,True,True,True,True
541,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
542,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
543,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
544,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
545,tranquilizer,fentanyl,False,False,False,,-1,False,True,False,False
546,fentaplix,fentanyl,False,False,False,,-1,False,True,False,False
547,fentanest,fentanyl,False,False,True,,1,True,True,True,True
548,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
549,fentanyle,fentanyl,False,False,True,,1,True,True,True,True
550,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
551,fent,fentanyl,False,False,True,,2,True,True,True,True
552,fental,fentanyl,albendazole,False,True,,1,True,True,True,True
553,fentynol,fentanyl,False,False,True,,1,True,True,True,True
554,fentolin,fentanyl,False,False,True,,1,False,True,True,True
555,fentanyne,fentanyl,False,False,False,,-1,False,True,False,False
556,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
557,fentanyl_analog,fentanyl,False,True,True,,1,False,True,True,True
558,fentanyl_derivative,fentanyl,False,True,True,,1,False,True,True,True
559,fentanyl-like_drug,fentanyl,False,False,True,,1,False,True,True,True
560,opioids,fentanyl,oxycodone,False,True,,5,False,True,True,True
561,instanyl,fentanyl,fentanyl,True,True,,3,True,True,True,True
562,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
563,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
564,abrika,fentanyl,False,False,False,,-1,False,True,False,False
565,magnaca,fentanyl,False,False,False,,-1,False,True,False,False
566,phentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
567,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
568,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
569,fentaan,fentanyl,False,False,False,,-1,False,True,False,False
570,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
571,benzylpiperidine,fentanyl,False,False,False,,-1,True,True,False,False
572,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
573,abstral,fentanyl,fentanyl,True,True,,3,True,True,True,True
574,defanyl,fentanyl,False,False,False,,-1,False,True,False,False
575,effentora,fentanyl,False,False,True,,1,True,True,True,True
576,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
577,fentyal,fentanyl,dicyclomine,False,True,,1,True,True,True,True
578,fentanal,fentanyl,fentanyl,True,True,,1,True,True,True,True
579,fentahedron,fentanyl,False,False,False,,-1,False,True,False,False
580,fenthion,fentanyl,False,False,True,,3,False,True,True,True
581,fetanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
582,fentatate,fentanyl,False,False,False,,-1,False,True,False,False
583,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
584,fntanyl,fentanyl,False,False,True,,1,True,True,True,True
585,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
586,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
587,disclose,fentanyl,False,False,False,,-1,False,True,False,False
588,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
589,durogesic,fentanyl,fentanyl,True,True,,2,True,True,True,True
590,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
591,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
592,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
593,duragesic-100,fentanyl,False,False,True,,1,True,True,True,True
594,duragesic-75,fentanyl,False,False,True,,2,True,True,True,True
595,duragesic-50,fentanyl,False,False,True,,1,True,True,True,True
596,onsolis,fentanyl,False,False,True,,1,True,True,True,True
597,lazanda,fentanyl,fentanyl,True,True,,1,True,True,True,True
598,abbott_generic_fentanyl,fentanyl,False,True,True,,1,True,True,True,True
599,watson_generic_fentanyl,fentanyl,False,True,True,,1,True,True,True,True
600,sandoz_generic_fentanyl,fentanyl,False,True,True,,1,True,True,True,True
601,mylan_generic_fentanyl,fentanyl,False,True,True,,1,True,True,True,True
602,greenstone_generic_fentanyl,fentanyl,False,True,True,,2,True,True,True,True
603,customs_generic_fentanyl,fentanyl,False,True,True,,2,True,True,True,True
604,fentanyls,fentanyl,fentanyl,True,True,,1,True,True,True,True
605,zephirin,fentanyl,False,False,False,,-1,False,True,False,False
606,zyprexa,fentanyl,olanzapine,False,False,,-1,False,True,False,False
607,propionyl,fentanyl,False,False,False,,-1,False,True,False,False
608,buprenorphine,fentanyl,buprenorphine,False,True,,1,False,False,True,False
609,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
610,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
611,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
612,fentanyle,fentanyl,False,False,True,,1,True,True,True,True
613,fentanylethyl,fentanyl,False,False,False,,-1,False,True,False,False
614,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
615,fentinyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
616,fentynol,fentanyl,False,False,True,,1,True,True,True,True
617,fentaniol,fentanyl,False,False,False,,-1,True,True,False,False
618,fentynyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
619,fentynl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
620,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
621,fentanyl_analogues,fentanyl,False,True,True,,1,False,True,True,True
622,derivatives_of_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
623,effentora,fentanyl,False,False,True,,1,True,True,True,True
624,insys,fentanyl,False,False,True,,2,False,True,True,True
625,janssen,fentanyl,False,False,False,,-1,False,True,False,False
626,mylan,fentanyl,False,False,False,,-1,False,True,False,False
627,norco,fentanyl,hydrocodone,False,False,,-1,False,True,False,False
628,nucynta,fentanyl,tapentadol,False,False,,-1,False,True,False,False
629,oxycontin,fentanyl,oxycodone,False,False,,-1,False,True,False,False
630,roxicodone,fentanyl,oxycodone,False,False,,-1,False,True,False,False
631,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
632,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
633,sufentanyl,fentanyl,sufentanil,False,True,,2,False,True,True,True
634,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
635,levemir,fentanyl,insulin_detemir,False,False,,-1,False,True,False,False
636,nexy,fentanyl,False,False,False,,-1,False,True,False,False
637,seq_nodding,fentanyl,False,False,False,,-1,False,True,False,False
638,blueberries_and_cream,fentanyl,False,False,False,,-1,False,True,False,False
639,devil's_dust,fentanyl,False,False,False,,-1,False,True,False,False
640,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
641,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
642,batten,fentanyl,False,False,False,,-1,False,True,False,False
643,bectylon,fentanyl,False,False,False,,-1,False,True,False,False
644,bensen,fentanyl,False,False,False,,-1,False,True,False,False
645,bantanyl,fentanyl,False,False,False,,-1,False,True,False,False
646,buprenorphine,fentanyl,buprenorphine,False,True,,1,False,False,True,False
647,jiufen,fentanyl,False,False,False,,-1,False,True,False,False
648,feitaineng,fentanyl,False,False,False,,-1,False,True,False,False
649,ké`ngfěn,fentanyl,False,False,False,,-1,False,True,False,False
650,fěntā,fentanyl,False,False,False,,-1,False,True,False,False
651,fēnzhoulüè,fentanyl,False,False,False,,-1,False,True,False,False
652,fěnshòu,fentanyl,False,False,False,,-1,False,True,False,False
653,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
654,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
655,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
656,fentaplugs,fentanyl,False,False,False,,-1,False,True,False,False
657,fentapatches,fentanyl,False,False,False,,-1,False,True,False,False
658,fenetyl,fentanyl,False,False,True,,1,True,True,True,True
659,fenantyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
660,fenatyn,fentanyl,False,False,False,,-1,False,True,False,False
661,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
662,sufentanyl,fentanyl,sufentanil,False,True,,2,False,True,True,True
663,fentanyl_analog,fentanyl,False,True,True,,1,False,True,True,True
664,fentanyl_derivative,fentanyl,False,True,True,,1,False,True,True,True
