,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,Google,Google added token,Google depth,manual label
2039,oxazepam,alprazolam,oxazepam,False,False,,-1,False
2040,teazolam,alprazolam,False,False,False,,-1,False
2041,alprazolan,alprazolam,alprazolam,True,True,,7,True
2042,alprazom,alprazolam,False,False,True,,1,True
2043,alprazosal,alprazolam,False,False,False,,-1,False
2044,alprazosol,alprazolam,False,False,False,,-1,False
2045,alprazotam,alprazolam,False,False,True,,1,True
2046,alprazoxan,alprazolam,False,False,False,,-1,False
2047,alprasolam,alprazolam,False,False,True,,5,True
2048,alpraz-olam,alprazolam,False,False,True,,1,True
2049,xanax,alprazolam,alprazolam,True,True,,1,True
2050,alprazolamo,alprazolam,False,False,True,,1,True
2051,alprazolan,alprazolam,alprazolam,True,True,,7,True
2052,alprazolame,alprazolam,False,False,True,,2,False
2053,alprazolami,alprazolam,False,False,True,,2,False
2054,alprazolamin,alprazolam,False,False,True,,1,False
2055,alprazolamu,alprazolam,False,False,True,,1,True
2056,zanex,alprazolam,False,False,True,,9,True
2057,xanax,alprazolam,alprazolam,True,True,,1,True
2058,zanzibar,alprazolam,False,False,True, pill,6,False
2059,alpraziquil,alprazolam,False,False,False,,-1,False
2060,alprazorem,alprazolam,False,False,True,,1,False
2061,alprazi,alprazolam,False,False,True,,3,False
2062,alprazid,alprazolam,False,False,False,,-1,False
2063,alprazin,alprazolam,False,False,True,,1,False
2064,alprazol,alprazolam,False,False,True,,1,True
2065,alprazolam,alprazolam,alprazolam,True,True,,1,True
2066,R_3060,alprazolam,False,False,False,,-1,False
2067,xanax,alprazolam,alprazolam,True,True,,1,True
2068,irazepam,alprazolam,False,False,False,,-1,False
2069,ativan,alprazolam,lorazepam,False,False,,-1,False
2070,zanax,alprazolam,alprazolam,True,True,,8,True
2071,alphazolam,alprazolam,False,False,True,,4,False
2072,niravam,alprazolam,alprazolam,True,True,,2,True
2073,ativan,alprazolam,lorazepam,False,False,,-1,False
2074,xanax,alprazolam,alprazolam,True,True,,1,True
2075,aplrazolam,alprazolam,alprazolam,True,True,,1,True
2076,xanax,alprazolam,alprazolam,True,True,,1,True
2077,xanax,alprazolam,alprazolam,True,True,,1,True
2078,alprazolamum,alprazolam,False,False,True,,4,True
2079,arprazolam,alprazolam,False,False,True,,6,True
2080,alpraz,alprazolam,False,False,True,,1,True
2081,prazosin,alprazolam,prazosin,False,False,,-1,False
2082,zanix,alprazolam,False,False,True, pill,1,True
2083,prazosin,alprazolam,prazosin,False,False,,-1,False
2084,zanapax,alprazolam,False,False,False,,-1,False
2085,prazalex,alprazolam,False,False,False,,-1,False
2086,zolofts,alprazolam,sertraline,False,False,,-1,False
2087,alprazalam,alprazolam,alprazolam,True,True,,1,True
2088,ativan,alprazolam,lorazepam,False,False,,-1,False
2089,xana,alprazolam,False,False,True, pill,1,True
2090,arprazolam,alprazolam,False,False,True,,6,True
2091,jordan,alprazolam,False,False,False,,-1,False
2092,lorazapam,alprazolam,lorazepam,False,True, slang,23,False
2093,zanax,alprazolam,alprazolam,True,True,,8,True
2094,pax,alprazolam,False,False,True, drug,4,?
2095,zan,alprazolam,False,False,True, pill,1,True
2096,ativan,alprazolam,lorazepam,False,False,,-1,False
2097,alprazolan,alprazolam,alprazolam,True,True,,7,True
2098,alprazom,alprazolam,False,False,True,,1,True
2099,alpraz_lorazepam,alprazolam,False,False,True,,1,False
2100,xanax,alprazolam,alprazolam,True,True,,1,True
2101,alprol,alprazolam,False,False,True, pill,8,True
2102,alpram,alprazolam,False,False,True,,2,True
2103,alprasol,alprazolam,False,False,True,,1,False
2104,alprazolan,alprazolam,alprazolam,True,True,,7,True
2105,alprazolam,alprazolam,alprazolam,True,True,,1,True
2106,zolam,alprazolam,False,False,True,,2,True
2107,alprazolan,alprazolam,alprazolam,True,True,,7,True
2108,alprazolom,alprazolam,alprazolam,True,True,,6,True
2109,alprazolum,alprazolam,False,False,True,,3,True
2110,alzolam,alprazolam,False,False,True,,5,True
2111,arazolam,alprazolam,False,False,True,,3,False
2112,alprozolam,alprazolam,alprazolam,True,True,,4,True
2113,alpram,alprazolam,False,False,True,,2,True
2114,alprax,alprazolam,alprazolam,False,True,,3,True
2115,alpraz,alprazolam,False,False,True,,1,True
2116,alp,alprazolam,False,False,True, pill,1,True
2117,valium,alprazolam,diazepam,False,True,,9,False
2118,alprazolamum,alprazolam,False,False,True,,4,True
2119,alprazalam,alprazolam,alprazolam,True,True,,1,True
2120,alprazolum,alprazolam,False,False,True,,3,True
2121,triazolobenzodiazepine,alprazolam,False,False,True,,12,?
2122,zanex,alprazolam,False,False,True,,9,True
2123,alprazolu,alprazolam,False,False,False,,-1,False
2124,alprazole,alprazolam,False,False,True,,4,True
2125,ativan,alprazolam,lorazepam,False,False,,-1,False
2126,aplraxolam,alprazolam,False,False,True,,1,False
2127,xanor,alprazolam,alprazolam,True,True,,2,True
2128,alpraz,alprazolam,False,False,True,,1,True
2129,zamal,alprazolam,False,False,False,,-1,False
2130,alpzalom,alprazolam,False,False,False,,-1,False
2131,alpralom,alprazolam,False,False,False,,-1,False
2132,prazoal,alprazolam,False,False,False,,-1,False
2133,lorazapam,alprazolam,lorazepam,False,True, slang,23,False
2134,azapam,alprazolam,False,False,True, drug,10,False
2135,alprazosin,alprazolam,False,False,True, drug,25,False
2136,diazepam,alprazolam,diazepam,False,True, drug,6,False
2137,zapaxam,alprazolam,False,False,False,,-1,False
2138,zarontin,alprazolam,ethosuximide,False,False,,-1,False
2139,paxil,alprazolam,paroxetine,False,False,,-1,False
2140,pexeva,alprazolam,paroxetine,False,False,,-1,False
2141,seroquel,alprazolam,quetiapine,False,False,,-1,False
2142,effexor,alprazolam,venlafaxine,False,False,,-1,False
2143,lexapro,alprazolam,escitalopram,False,False,,-1,False
2144,ativan,alprazolam,lorazepam,False,False,,-1,False
2145,xanax,alprazolam,alprazolam,True,True,,1,True
2146,ativan,alprazolam,lorazepam,False,False,,-1,False
2147,alzolam,alprazolam,False,False,True,,5,True
2148,aprozolam,alprazolam,alprazolam,True,True,,1,True
2149,xanxxx,alprazolam,False,False,False,,-1,False
2150,alpraz,alprazolam,False,False,True,,1,True
2151,az0lam,alprazolam,False,False,False,,-1,False
2152,aripiprazole,alprazolam,aripiprazole,False,False,,-1,False
2153,azolam,alprazolam,acetazolamide,False,True,,6,True
2154,zolam,alprazolam,False,False,True,,2,True
2155,alpmazolam,alprazolam,False,False,True,,1,True
2156,alpramazolam,alprazolam,False,False,False,,-1,True
2157,alprazulum,alprazolam,False,False,False,,-1,False
2158,alprazolan,alprazolam,alprazolam,True,True,,7,True
2159,alprazolim,alprazolam,False,False,True,,2,True
2160,alprazoloma,alprazolam,False,False,False,,-1,False
2161,alprazolpan,alprazolam,False,False,False,,-1,False
2162,zolam,alprazolam,False,False,True,,2,True
2163,alpraz,alprazolam,False,False,True,,1,True
2164,alprazolamide,alprazolam,False,False,True,,1,False
2165,Xanax,alprazolam,alprazolam,True,True,,1,True
2166,zanax,alprazolam,alprazolam,True,True,,8,True
2167,alpha-hydroxy_alprazolam,alprazolam,False,True,True,,1,False
2168,alprazolom,alprazolam,alprazolam,True,True,,6,True
2169,ativan,alprazolam,lorazepam,False,False,,-1,False
2170,klonopin,alprazolam,clonazepam,False,True,,14,False
2171,valium,alprazolam,diazepam,False,True,,9,False
2172,xanax,alprazolam,alprazolam,True,True,,1,True
2173,alprazolam_tablets,alprazolam,False,True,True,,1,?
2174,alprazolam_pills,alprazolam,False,True,True,,2,?
2175,xanax,alprazolam,alprazolam,True,True,,1,True
2176,alpraz,alprazolam,False,False,True,,1,True
2177,prazolam,alprazolam,alprazolam,True,True,,4,True
2178,niravam,alprazolam,alprazolam,True,True,,2,True
2179,ativan,alprazolam,lorazepam,False,False,,-1,False
2180,zanax,alprazolam,alprazolam,True,True,,8,True
2181,zanex,alprazolam,False,False,True,,9,True
2182,ativan,alprazolam,lorazepam,False,False,,-1,False
2183,aprozalam,alprazolam,False,False,True,,2,True
2184,aprozolam,alprazolam,alprazolam,True,True,,1,True
2185,zolax,alprazolam,False,False,True,,23,True
2186,zanamivir,alprazolam,zanamivir,False,False,,-1,False
2187,flumazenil,alprazolam,flumazenil,False,False,,-1,False
2188,alparox,alprazolam,False,False,False,,-1,False
2189,alpraz,alprazolam,False,False,True,,1,True
2190,alprol,alprazolam,False,False,True, pill,8,True
2191,axolam,alprazolam,False,False,True,,2,False
2192,zaxolam,alprazolam,False,False,False,,-1,False
2193,alprozalam,alprazolam,alprazolam,True,True,,1,True
2194,alrazolam,alprazolam,alprazolam,True,True,,6,True
2195,alsazolam,alprazolam,False,False,False,,-1,False
2196,aripiprazole,alprazolam,aripiprazole,False,False,,-1,False
2197,ativan,alprazolam,lorazepam,False,False,,-1,False
2198,benzodiazepines,alprazolam,benzodiazepine,False,True, pill,1,?
2199,tetrazolam,alprazolam,False,False,False,,-1,False
2200,lorazapam,alprazolam,lorazepam,False,True, slang,23,False
2201,alprazolum,alprazolam,False,False,True,,3,True
2202,xanax,alprazolam,alprazolam,True,True,,1,True
2203,xanaxx,alprazolam,False,False,True,,1,True
2204,zanex,alprazolam,False,False,True,,9,True
2205,alprazolan,alprazolam,alprazolam,True,True,,7,True
2206,alprazolamum,alprazolam,False,False,True,,4,True
2207,alproxam,alprazolam,False,False,True,,1,False
2208,neozepam,alprazolam,False,False,True,,16,False
2209,zanex,alprazolam,False,False,True,,9,True
2210,axan,alprazolam,False,False,True, pill,6,False
2211,xanax,alprazolam,alprazolam,True,True,,1,True
2212,zanaplex,alprazolam,False,False,False,,-1,False
2213,alpraz,alprazolam,False,False,True,,1,True
2214,alazor,alprazolam,False,False,False,,-1,False
2215,alpra,alprazolam,estradiol,False,True,,1,True
2216,alpram,alprazolam,False,False,True,,2,True
2217,alprax,alprazolam,alprazolam,False,True,,3,True
2218,bars,alprazolam,False,False,True, pill,1,True
2219,xanax,alprazolam,alprazolam,True,True,,1,True
2220,alpraz,alprazolam,False,False,True,,1,True
2221,alprazolam,alprazolam,alprazolam,True,True,,1,True
2222,Alprenolam,alprazolam,False,False,False,,-1,False
2223,Aprazolam,alprazolam,alprazolam,True,True,,4,True
2224,Atarax,alprazolam,hydroxyzine,False,True, pill,6,False
2225,BuSpar,alprazolam,buspirone,False,False,,-1,False
2226,Diazepam,alprazolam,diazepam,False,True, drug,6,False
2227,Klonopin,alprazolam,clonazepam,False,True,,12,False
2228,Lorazepam,alprazolam,lorazepam,False,False,,-1,False
2229,Neurontin,alprazolam,gabapentin,False,False,,-1,False
2230,Paxil,alprazolam,paroxetine,False,False,,-1,False
2231,Phenobarbital,alprazolam,phenobarbital,False,True, slang,30,False
2232,Phenytoin,alprazolam,phenytoin,False,False,,-1,False
2233,Rezine,alprazolam,False,False,False,,-1,False
2234,Serax,alprazolam,oxazepam,False,False,,-1,False
2235,Tofranil,alprazolam,imipramine,False,False,,-1,False
2236,Valium,alprazolam,diazepam,False,True,,9,False
2237,Xanax,alprazolam,alprazolam,True,True,,1,True
2238,bars,alprazolam,False,False,True, pill,1,True
2239,serest,alprazolam,False,False,False,,-1,False
2240,prazosin,alprazolam,prazosin,False,False,,-1,False
2241,z-bars,alprazolam,False,False,True,,8,True
2242,bars,alprazolam,False,False,True, pill,1,True
2243,alzolam,alprazolam,False,False,True,,5,True
2244,xanor,alprazolam,alprazolam,True,True,,2,True
2245,zanaflex,alprazolam,tizanidine,False,False,,-1,False
2246,flexeril,alprazolam,cyclobenzaprine,False,False,,-1,False
2247,soma,alprazolam,carisoprodol,False,False,,-1,False
2248,robaxin,alprazolam,methocarbamol,False,False,,-1,False
2249,ativan,alprazolam,lorazepam,False,False,,-1,False
2250,niravam,alprazolam,alprazolam,True,True,,2,True
2251,ativan,alprazolam,lorazepam,False,False,,-1,False
2252,alprazolan,alprazolam,alprazolam,True,True,,7,True
2253,alprazolamum,alprazolam,False,False,True,,4,True
2254,xanody,alprazolam,False,False,False,,-1,False
2255,alprazoream,alprazolam,False,False,False,,-1,False
2256,alprazosin,alprazolam,False,False,True, drug,25,False
2257,alprazotan,alprazolam,False,False,False,,-1,False
2258,alprazolan,alprazolam,alprazolam,True,True,,7,True
2259,alprazosam,alprazolam,False,False,False,,-1,False
2260,alprazol,alprazolam,False,False,True,,1,True
2261,zanex,alprazolam,False,False,True,,9,True
2262,alzolam,alprazolam,False,False,True,,5,True
2263,zanies,alprazolam,False,False,True, pill,2,True
2264,tranq,alprazolam,False,False,True, pill,5,False
2265,ativan,alprazolam,lorazepam,False,False,,-1,False
2266,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2267,klonopin,alprazolam,clonazepam,False,True,,14,False
2268,zoloft,alprazolam,sertraline,False,False,,-1,False
2269,ativan,alprazolam,lorazepam,False,False,,-1,False
2270,zolam,alprazolam,False,False,True,,2,True
2271,anxiety_medication,alprazolam,False,False,True,,3,?
2272,xanor,alprazolam,alprazolam,True,True,,2,True
2273,alpam,alprazolam,False,False,False,,-1,True
2274,alzolam,alprazolam,False,False,True,,5,True
2275,alprazolan,alprazolam,alprazolam,True,True,,7,True
2276,alprozolam,alprazolam,alprazolam,True,True,,4,True
2277,alprazolan,alprazolam,alprazolam,True,True,,7,True
2278,alprazoki,alprazolam,False,False,False,,-1,False
2279,ativan,alprazolam,lorazepam,False,False,,-1,False
2280,zanex,alprazolam,False,False,True,,9,True
2281,zolam,alprazolam,False,False,True,,2,True
2282,xanatab,alprazolam,False,False,True,,6,False
2283,westminister,alprazolam,False,False,False,,-1,False
2284,trazodone,alprazolam,trazodone,False,True, drug,9,False
2285,valium,alprazolam,diazepam,False,True,,9,False
2286,xanodyne,alprazolam,False,False,False,,-1,False
2287,ativan,alprazolam,lorazepam,False,False,,-1,False
2288,arazolam,alprazolam,False,False,True,,3,False
2289,zolam,alprazolam,False,False,True,,2,True
2290,xanax,alprazolam,alprazolam,True,True,,1,True
2291,zanex,alprazolam,False,False,True,,9,True
2292,zan_bars,alprazolam,False,False,True,,6,True
2293,zanies,alprazolam,False,False,True, pill,2,True
2294,prazosin,alprazolam,prazosin,False,False,,-1,False
2295,alprazolan,alprazolam,alprazolam,True,True,,7,True
2296,alprazom,alprazolam,False,False,True,,1,True
2297,alzolam,alprazolam,False,False,True,,5,True
2298,calmlet,alprazolam,False,False,True,,8,True
2299,trankimazin,alprazolam,False,False,True,,5,True
2300,serenza,alprazolam,False,False,False,,-1,False
2301,neupax,alprazolam,False,False,True,,3,True
2302,xanex,alprazolam,alprazolam,True,True,,26,True
2303,aplazolam,alprazolam,False,False,True,,2,True
2304,zapazolam,alprazolam,False,False,False,,-1,False
2305,tafranil,alprazolam,False,False,False,,-1,False
2306,eloprazolam,alprazolam,False,False,False,,-1,False
2307,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2308,flurazepam,alprazolam,flurazepam,False,False,,-1,False
2309,diazepam,alprazolam,diazepam,False,True, drug,6,False
2310,zanex,alprazolam,False,False,True,,9,True
2311,xanax,alprazolam,alprazolam,True,True,,1,True
2312,alzolam,alprazolam,False,False,True,,5,True
2313,chlorazepate,alprazolam,clorazepate,False,True, slang,7,False
2314,diazepam,alprazolam,diazepam,False,True, drug,6,False
2315,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2316,oxazepam,alprazolam,oxazepam,False,False,,-1,False
2317,prazepam,alprazolam,prazepam,False,True,,17,False
2318,temazepam,alprazolam,temazepam,False,True, pill,16,False
2319,triazolam,alprazolam,triazolam,False,True, pill,11,False
2320,alprozolam,alprazolam,alprazolam,True,True,,4,True
2321,zanapam,alprazolam,False,False,True,,8,True
2322,alprazolan,alprazolam,alprazolam,True,True,,7,True
2323,alrazolam,alprazolam,alprazolam,True,True,,6,True
2324,alpramzolam,alprazolam,False,False,True,,3,True
2325,alprazloam,alprazolam,False,False,True,,3,True
2326,zoloft,alprazolam,sertraline,False,False,,-1,False
2327,paxil,alprazolam,paroxetine,False,False,,-1,False
2328,lexapro,alprazolam,escitalopram,False,False,,-1,False
2329,prozac,alprazolam,fluoxetine,False,False,,-1,False
2330,buspar,alprazolam,buspirone,False,False,,-1,False
2331,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2332,klonopin,alprazolam,clonazepam,False,True,,14,False
2333,ativan,alprazolam,lorazepam,False,False,,-1,False
2334,xanax,alprazolam,alprazolam,True,True,,1,True
2335,ativan,alprazolam,lorazepam,False,False,,-1,False
2336,xan,alprazolam,alprazolam,True,True, pill,1,True
2337,axan,alprazolam,False,False,True, pill,6,False
2338,alp,alprazolam,False,False,True, pill,1,True
2339,alpraz,alprazolam,False,False,True,,1,True
2340,alprazol,alprazolam,False,False,True,,1,True
2341,asenlix,alprazolam,False,False,False,,-1,False
2342,calmazolam,alprazolam,False,False,False,,-1,False
2343,dalmane,alprazolam,flurazepam,False,False,,-1,False
2344,estazolam,alprazolam,estazolam,False,False,,-1,False
2345,halcion,alprazolam,triazolam,False,False,,-1,False
2346,ketazolam,alprazolam,False,False,True, pill,14,False
2347,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2348,olazep,alprazolam,False,False,False,,-1,False
2349,prazepam,alprazolam,prazepam,False,True,,17,False
2350,tranxene,alprazolam,clorazepate,False,True, pill,28,False
2351,valium,alprazolam,diazepam,False,True,,9,False
2352,vistril,alprazolam,hydroxyzine,False,False,,-1,False
2353,alpraz,alprazolam,False,False,True,,1,True
2354,xanax,alprazolam,alprazolam,True,True,,1,True
2355,atarax,alprazolam,hydroxyzine,False,True, pill,6,False
2356,xanax,alprazolam,alprazolam,True,True,,1,True
2357,azor,alprazolam,olmesartan,False,False,,-1,False
2358,triazolam,alprazolam,triazolam,False,True, pill,11,False
2359,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2360,ativan,alprazolam,lorazepam,False,False,,-1,False
2361,alprax,alprazolam,alprazolam,False,True,,3,True
2362,alzolam,alprazolam,False,False,True,,5,True
2363,upjohn,alprazolam,False,False,True, pill,23,True
2364,pfizer,alprazolam,False,False,False,,-1,False
2365,blue,alprazolam,False,False,False,,-1,False
2366,yellow,alprazolam,orange,False,False,,-1,False
2367,ativan,alprazolam,lorazepam,False,False,,-1,False
2368,alprazolom,alprazolam,alprazolam,True,True,,6,True
2369,alprazolum,alprazolam,False,False,True,,3,True
2370,halcion,alprazolam,triazolam,False,False,,-1,False
2371,xanax,alprazolam,alprazolam,True,True,,1,True
2372,alprazolamz,alprazolam,False,False,True,,3,False
2373,zolpidem,alprazolam,zolpidem,False,False,,-1,False
2374,zaleplon,alprazolam,zaleplon,False,False,,-1,False
2375,zoloft,alprazolam,sertraline,False,False,,-1,False
2376,zolmitriptan,alprazolam,zolmitriptan,False,False,,-1,False
2377,almotriptan,alprazolam,almotriptan,False,False,,-1,False
2378,eletriptan,alprazolam,eletriptan,False,False,,-1,False
2379,rizatriptan,alprazolam,rizatriptan,False,False,,-1,False
2380,sumatriptan,alprazolam,sumatriptan,False,False,,-1,False
2381,imitrex,alprazolam,sumatriptan,False,False,,-1,False
2382,frova,alprazolam,frovatriptan,False,False,,-1,False
2383,axert,alprazolam,almotriptan,False,False,,-1,False
2384,migranal,alprazolam,dihydroergotamine,False,False,,-1,False
2385,ergotamine,alprazolam,ergotamine,False,False,,-1,False
2386,cafergot,alprazolam,ergotamine,False,False,,-1,False
2387,dihydroergotamine,alprazolam,dihydroergotamine,False,False,,-1,False
2388,ergoloid,alprazolam,ergoloid_mesylate,False,False,,-1,False
2389,methysergide,alprazolam,methysergide,False,False,,-1,False
2390,azopique,alprazolam,False,False,False,,-1,False
2391,quazepam,alprazolam,quazepam,False,True, slang,4,False
2392,ylac,alprazolam,False,False,False,,-1,False
2393,allylprozalam,alprazolam,False,False,False,,-1,False
2394,alozepam,alprazolam,False,False,True,,7,False
2395,ativan,alprazolam,lorazepam,False,False,,-1,False
2396,alprozalam,alprazolam,alprazolam,True,True,,1,True
2397,alprasolam,alprazolam,False,False,True,,5,True
2398,XANAX,alprazolam,alprazolam,True,True,,1,True
2399,alprazalam,alprazolam,alprazolam,True,True,,1,True
2400,alprazolma,alprazolam,False,False,True,,1,True
2401,zanax,alprazolam,alprazolam,True,True,,8,True
2402,azolam,alprazolam,acetazolamide,False,True,,6,True
2403,alrazolam,alprazolam,alprazolam,True,True,,6,True
2404,zanex,alprazolam,False,False,True,,9,True
2405,aplrazolam,alprazolam,alprazolam,True,True,,1,True
2406,habicalm,alprazolam,False,False,False,,-1,False
2407,kalma,alprazolam,False,False,True,,15,True
2408,neolam,alprazolam,False,False,False,,-1,False
2409,seligiline,alprazolam,selegiline,False,False,,-1,False
2410,telozolam,alprazolam,False,False,False,,-1,False
2411,alozapine,alprazolam,False,False,False,,-1,False
2412,alpram,alprazolam,False,False,True,,2,True
2413,alprax,alprazolam,alprazolam,False,True,,3,True
2414,xanax,alprazolam,alprazolam,True,True,,1,True
2415,zanex,alprazolam,False,False,True,,9,True
2416,alpraz,alprazolam,False,False,True,,1,True
2417,alpraziam,alprazolam,False,False,True,,5,True
2418,azolam,alprazolam,acetazolamide,False,True,,6,True
2419,neupax,alprazolam,False,False,True,,3,True
2420,ativan,alprazolam,lorazepam,False,False,,-1,False
2421,klonopin,alprazolam,clonazepam,False,True,,14,False
2422,xanax,alprazolam,alprazolam,True,True,,1,True
2423,ativan,alprazolam,lorazepam,False,False,,-1,False
2424,clonazepam,alprazolam,clonazepam,False,True,,21,False
2425,diazepam,alprazolam,diazepam,False,True, drug,6,False
2426,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2427,midazolam,alprazolam,midazolam,False,True, slang,15,False
2428,temazepam,alprazolam,temazepam,False,True, pill,16,False
2429,triazolam,alprazolam,triazolam,False,True, pill,11,False
2430,zoloft_25mg,alprazolam,False,False,False,,-1,False
2431,pamelor_10_mg,alprazolam,False,False,False,,-1,False
2432,lorazepam_2mg,alprazolam,False,False,True, slang,4,False
2433,ativan,alprazolam,lorazepam,False,False,,-1,False
2434,klonopin,alprazolam,clonazepam,False,True,,14,False
2435,valium,alprazolam,diazepam,False,True,,9,False
2436,librium,alprazolam,chlordiazepoxide,False,True,,23,False
2437,tranxene,alprazolam,clorazepate,False,True, pill,28,False
2438,restoril,alprazolam,temazepam,False,True, pill,15,False
2439,brand_name:_alprazolam,alprazolam,False,True,True,,1,?
2440,xanax,alprazolam,alprazolam,True,True,,1,True
2441,xanax,alprazolam,alprazolam,True,True,,1,True
2442,benzodiazepine,alprazolam,benzodiazepine,False,True,,4,?
2443,al_Stephan,alprazolam,False,False,False,,-1,False
2444,alstensibly,alprazolam,False,False,False,,-1,False
2445,alfresco,alprazolam,False,False,False,,-1,False
2446,a-porch,alprazolam,False,False,False,,-1,False
2447,alpha-trap,alprazolam,False,False,False,,-1,False
2448,xanner,alprazolam,False,False,False,,-1,False
2449,zolpidem,alprazolam,zolpidem,False,False,,-1,False
2450,bars,alprazolam,False,False,True, pill,1,True
2451,blue_footballs,alprazolam,False,False,True,,6,True
2452,white_xanax_bars,alprazolam,False,True,True,,8,True
2453,yellow_xanax_bars,alprazolam,False,True,True,,3,True
2454,green_xanax_bars,alprazolam,False,True,True,,10,True
2455,orange_xanax_bars,alprazolam,False,True,True,,8,True
2456,alprazoless,alprazolam,False,False,False,,-1,False
2457,alprazolide,alprazolam,False,False,False,,-1,False
2458,zopax,alprazolam,False,False,True,,16,True
2459,alzolam,alprazolam,False,False,True,,5,True
2460,alprazolan,alprazolam,alprazolam,True,True,,7,True
2461,alprazolane,alprazolam,False,False,True,,11,False
2462,alprazolars,alprazolam,False,False,True, pill,1,False
2463,alprazolum,alprazolam,False,False,True,,3,True
2464,alpram,alprazolam,False,False,True,,2,True
2465,anxiolitic,alprazolam,False,False,True, slang,6,?
2466,alprozolam,alprazolam,alprazolam,True,True,,4,True
2467,aplrazolam,alprazolam,alprazolam,True,True,,1,True
2468,apprazolam,alprazolam,False,False,True,,5,True
2469,aprazoram,alprazolam,False,False,True,,2,False
2470,iprazolam,alprazolam,False,False,True,,2,True
2471,uprazolam,alprazolam,False,False,True, pill,1,True
2472,xanax,alprazolam,alprazolam,True,True,,1,True
2473,ativan,alprazolam,lorazepam,False,False,,-1,False
2474,valium,alprazolam,diazepam,False,True,,9,False
2475,azolam,alprazolam,acetazolamide,False,True,,6,True
2476,white_bars,alprazolam,False,False,True, pill,9,True
2477,yellow_bars,alprazolam,False,False,True,,4,True
2478,blue_bars,alprazolam,False,False,True,,2,True
2479,green_bars,alprazolam,False,False,True,,1,True
2480,rainbow_bars,alprazolam,False,False,True, pill,5,False
2481,pills,alprazolam,False,False,False,,-1,False
2482,zanamivir,alprazolam,zanamivir,False,False,,-1,False
2483,bar,alprazolam,False,False,True, pill,1,True
2484,zanax,alprazolam,alprazolam,True,True,,8,True
2485,zapam,alprazolam,False,False,False,,-1,False
2486,zapone,alprazolam,False,False,False,,-1,False
2487,aplrazolam,alprazolam,alprazolam,True,True,,1,True
2488,xanor,alprazolam,alprazolam,True,True,,2,True
2489,anxiolin,alprazolam,False,False,False,,-1,False
2490,tranquinal,alprazolam,False,False,True,,7,True
2491,iproniazid,alprazolam,iproniazid,False,False,,-1,False
2492,anxiol,alprazolam,False,False,True, pill,15,False
2493,ativan,alprazolam,lorazepam,False,False,,-1,False
2494,azolam,alprazolam,acetazolamide,False,True,,6,True
2495,zolam,alprazolam,False,False,True,,2,True
2496,olazapam,alprazolam,False,False,False,,-1,False
2497,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2498,xanax,alprazolam,alprazolam,True,True,,1,True
2499,alprax,alprazolam,alprazolam,False,True,,3,True
2500,alprol,alprazolam,False,False,True, pill,8,True
2501,neuryl,alprazolam,False,False,True, pill,18,False
2502,prazepam,alprazolam,prazepam,False,True,,17,False
2503,privat,alprazolam,False,False,False,,-1,False
2504,tranquinal,alprazolam,False,False,True,,7,True
2505,xanax,alprazolam,alprazolam,True,True,,1,True
2506,alprazolaim,alprazolam,False,False,True, pill,1,False
2507,alprazolum,alprazolam,False,False,True,,3,True
2508,ativan,alprazolam,lorazepam,False,False,,-1,False
2509,alprazolan,alprazolam,alprazolam,True,True,,7,True
2510,alprazolure,alprazolam,False,False,False,,-1,False
2511,calmpose,alprazolam,False,False,True,,29,False
2512,dalmane,alprazolam,flurazepam,False,False,,-1,False
2513,estazolam,alprazolam,estazolam,False,False,,-1,False
2514,flurazepam,alprazolam,flurazepam,False,False,,-1,False
2515,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2516,xanor,alprazolam,alprazolam,True,True,,2,True
2517,iprazolam,alprazolam,False,False,True,,2,True
2518,aplrazolam,alprazolam,alprazolam,True,True,,1,True
2519,xanax,alprazolam,alprazolam,True,True,,1,True
2520,xanor,alprazolam,alprazolam,True,True,,2,True
2521,zopax,alprazolam,False,False,True,,16,True
2522,alprazalan,alprazolam,False,False,True,,1,True
2523,alprazolame,alprazolam,False,False,True,,2,False
2524,alprazolan,alprazolam,alprazolam,True,True,,7,True
2525,alprazoloan,alprazolam,False,False,True,,1,False
2526,alprazolum,alprazolam,False,False,True,,3,True
2527,aloprad,alprazolam,False,False,False,,-1,False
2528,aloprid,alprazolam,False,False,False,,-1,False
2529,avizolam,alprazolam,False,False,True,,1,True
2530,xanax,alprazolam,alprazolam,True,True,,1,True
2531,ativan,alprazolam,lorazepam,False,False,,-1,False
2532,xanor,alprazolam,alprazolam,True,True,,2,True
2533,oxazepam,alprazolam,oxazepam,False,False,,-1,False
2534,temazepam,alprazolam,temazepam,False,True, pill,16,False
2535,diazepam,alprazolam,diazepam,False,True, drug,6,False
2536,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2537,clonazepam,alprazolam,clonazepam,False,True,,21,False
